Title,Category,Price,Description,Description_all,Main Image URL,Other Image URLs,ID
Cool Breeze Essential Oil Blend with Dropper,Home Fragrance | Room Diffuser,395.00,"Cool Breeze Essential OilEssential oils are organic compounds extracted from plants with tremendous healing properties. Using essential oils for healing purposes is often called aromatherapy, which is a holistic treatment seeking to improve physical, mental and emotional health.Essential Oil is often used for relaxation, beauty care, home cleaning and most often used as natural medicine.","Content
10ml. Blend Essential Oil
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/e/o/eobl10-clb.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/e/o/eobl10-clb.jpg,1691821388960
Mysore Chandan - Sandalwood Organic Room Spray with Essential Oil,Home Fragrance | Room Diffuser,450.00,Mysore Chandan / Sandalwood / Sandal / Santal. The captivating scent of sandalwood soothes all the senses and relaxes the mind. This fragrance transports you to a blissful state of calm and tranquil.,"Weight
0.286000
Content
100 ml highly scented room spray.
Description
For the happiness that fragrance spreads. Made with love!  Spray a little of this, and let it work
its magic!
Story
Organic Goodness It's all about going back to the roots to discover the true joys of life. For the
blissful scent of rose and jasmine will always bring a smile to your lips, the potent goodness of
sandalwood and patchouli will warm your heart, and the freshness of orange transports you back to a
joyous childhood. Going back to these basics, we believe in making beautiful products, rich in
organic ingredients and handmade with love. Together, these herbal products are not only the key to
a healthy organic lifestyle, but also strengthen our bond with our roots with all that is beautiful
and natural.
Ingredients
Organic essential oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs).
How to Use
Avoid eye contact. If eye contact occurs, rinse well with warm water Avoid heat or flame. Keep out
of reach of children and pets. Avoid direct contact with food products.
Olfactory Note
Captivating scent that soothes your senses. Freshens air and helps eliminate odours. Ideal for your
home, linen, car, room, living space and washroom.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-cn_.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-cn_.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-cn_1.jpg",1691821396541
Madurai Jasmine Organic Room Spray with Essential Oil,Home Fragrance | Room Diffuser,450.00,"Madurai Jasmine / Chameli / Motia / Mogra. Nothing beats the beautiful scent of jasmine blossoms and fresh mogra. Its soft, delicate floral note infuses the ambience with a lovely lingering fresh fragrance.","Weight
0.286000
Content
100 ml highly scented room spray
Description
For the happiness that fragrance spreads. Made with love!  Spray a little of this, and let it work
its magic!
Story
Organic Goodness It's all about going back to the roots to discover the true joys of life. For the
blissful scent of rose and jasmine will always bring a smile to your lips, the potent goodness of
sandalwood and patchouli will warm your heart, and the freshness of orange transports you back to a
joyous childhood. Going back to these basics, we believe in making beautiful products, rich in
organic ingredients and handmade with love. Together, these herbal products are not only the key to
a healthy organic lifestyle, but also strengthen our bond with our roots with all that is beautiful
and natural.
Ingredients
Organic essential oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs)
How to Use
Avoid eye contact. If eye contact occurs, rinse well with warm water Avoid heat or flame. Keep out
of reach of children and pets. Avoid direct contact with food products.
Olfactory Note
Captivating scent that soothes your senses. Freshens air and helps eliminate odours. Ideal for your
home, linen, car, room, living space and washroom
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-ja_.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-ja_.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-ja_1.jpg",1691821408371
Desi Gulab - Rose Organic Room Spray with Essential Oil,Home Fragrance | Room Diffuser,450.00,Desi Gulab / Rose. Exquisite organic rose fragrance accentuates the ambience with a subtle and lingering scent. One whiff of this romantic floral note and we are sure you’ll fall in love with it.,"Weight
0.286000
Content
100 ml highly scented room spray
Description
For the happiness that fragrance spreads. Made with love!  Spray a little of this, and let it work
its magic!
Story
Organic Goodness It's all about going back to the roots to discover the true joys of life. For the
blissful scent of rose and jasmine will always bring a smile to your lips, the potent goodness of
sandalwood and patchouli will warm your heart, and the freshness of orange transports you back to a
joyous childhood. Going back to these basics, we believe in making beautiful products, rich in
organic ingredients and handmade with love. Together, these herbal products are not only the key to
a healthy organic lifestyle, but also strengthen our bond with our roots with all that is beautiful
and natural.
Ingredients
Organic essential oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs)
How to Use
Avoid eye contact. If eye contact occurs, rinse well with warm water Avoid heat or flame. Keep out
of reach of children and pets. Avoid direct contact with food products.
Olfactory Note
Captivating scent that soothes your senses. Freshens air and helps eliminate odours. Ideal for your
home, linen, car, room, living space and washroom
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-gu.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-gu.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-gu1.jpg",1691821419695
Dehn Al Oudh - Agarwood Organic Room Spray with Essential Oil,Home Fragrance | Room Diffuser,450.00,"Dehn Al Oudh / Oud / Agarwood / Aloeswood. Its luxurious, rich and heavenly aroma makes this our signature scent. The warm and inviting woody scent of this oudh fragrance is definitely a class apart.","Weight
0.286000
Content
100 ml highly scented room spray
Description
For the happiness that fragrance spreads. Made with love! Spray a little of this, and let it work
its magic!
Story
Organic Goodness It's all about going back to the roots to discover the true joys of life. For the
blissful scent of rose and jasmine will always bring a smile to your lips, the potent goodness of
sandalwood and patchouli will warm your heart, and the freshness of orange transports you back to a
joyous childhood. Going back to these basics, we believe in making beautiful products, rich in
organic ingredients and handmade with love. Together, these herbal products are not only the key to
a healthy organic lifestyle, but also strengthen our bond with our roots with all that is beautiful
and natural.
Ingredients
Organic essential oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs).
How to Use
Avoid eye contact. If eye contact occurs, rinse well with warm water Avoid heat or flame. Keep out
of reach of children and pets. Avoid direct contact with food products.
Olfactory Note
Captivating scent that soothes your senses. Freshens air and helps eliminate odours. Ideal for your
home, linen, car, room, living space and washroom.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-oo_.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-oo_.jpg,1691821431198
Nagpuri Narangi - Orange Organic Room Spray with Essential Oil,Home Fragrance | Room Diffuser,450.00,Nagpuri Narangi / Orange. This tantalizing citrusy scent of fresh oranges infuses the ambience with its vibrant energy and vitality. Its fragrance works like a charm to uplift and rejuvenate the mind.,"Weight
0.286000
Content
100 ml highly scented room spray.
Description
For the happiness that fragrance spreads. Made with love!  Spray a little of this, and let it work
its magic!
Story
Organic Goodness It's all about going back to the roots to discover the true joys of life. For the
blissful scent of rose and jasmine will always bring a smile to your lips, the potent goodness of
sandalwood and patchouli will warm your heart, and the freshness of orange transports you back to a
joyous childhood. Going back to these basics, we believe in making beautiful products, rich in
organic ingredients and handmade with love. Together, these herbal products are not only the key to
a healthy organic lifestyle, but also strengthen our bond with our roots with all that is beautiful
and natural.
Ingredients
Organic essential oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs).
How to Use
Avoid eye contact. If eye contact occurs, rinse well with warm water Avoid heat or flame. Keep out
of reach of children and pets. Avoid direct contact with food products.
Olfactory Note
Captivating scent that soothes your senses. Freshens air and helps eliminate odours. Ideal for your
home, linen, car, room, living space and washroom.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-or_.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-or_.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-or_1.jpg",1691821437322
Patchouli Vanilla Organic Room Spray with Essential Oil,Home Fragrance | Room Diffuser,450.00,"Patchouli Vanilla. The beautiful blend of patchouli and vanilla is sweet, earthy and absolutely magical! You are definitely going to be charmed by the mystical appeal of this fragrance.","Weight
0.286000
Content
100 ml highly scented room spray
Description
For the happiness that fragrance spreads. Made with love!  Spray a little of this, and let it work
its magic!
Story
Organic Goodness It's all about going back to the roots to discover the true joys of life. For the
blissful scent of rose and jasmine will always bring a smile to your lips, the potent goodness of
sandalwood and patchouli will warm your heart, and the freshness of orange transports you back to a
joyous childhood. Going back to these basics, we believe in making beautiful products, rich in
organic ingredients and handmade with love. Together, these herbal products are not only the key to
a healthy organic lifestyle, but also strengthen our bond with our roots with all that is beautiful
and natural.
Ingredients
Organic essential oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs).
How to Use
Avoid eye contact. If eye contact occurs, rinse well with warm water Avoid heat or flame. Keep out
of reach of children and pets. Avoid direct contact with food products.
Olfactory Note
Captivating scent that soothes your senses. Freshens air and helps eliminate odours. Ideal for your
home, linen, car, room, living space and washroom.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-pav_.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/o/r/orrf100-pav_.jpg,1691821447632
Honeysuckle Room Freshener Spritz,Home Fragrance | Room Diffuser,425.00,"Honeysuckle. Flittering from flower to flower, lapping up the sweet nectar of honeysuckle blossoms as the sun slowly rises up the sky, the bees seem most content. These lovely honeysuckle flowers smell as beautiful as they look. One of the most loved fresh floral fragrances, this scent is pure pleasure for the senses.","Weight
0.284000
Content
100 ml highly scented room spray.
Description
Spreading cheer with little sprays of charming fragrance! Just a few sprays of our room freshener,
and we are sure its lovely scent will put a smile on your face. Infused with pure essential oils,
our room freshener is perfect to spruce up your happy spaces with our delightful scent.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
Ingredients
Natural fragrance oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs).
How to Use
Avoid Heat or flame. Keep out of reach of children and pets. Avoid direct contact with food
products.
Olfactory Note
Captivating scent that soothes your senses. Freshens air and helps eliminate odours. Ideal for your
home, linen, car, room, living space and washroom.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprf100-hs.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprf100-hs.jpg,1691821453801
Neroli Bergamot Room Freshener Spritz,Home Fragrance | Room Diffuser,425.00,Neroli Bergamot. Few fragrances are fresher than the invigorating scent of the bright and vibrant orange blossoms of neroli. That's probably why this fragrance is an all-time favourite! It's cheerful scent instantly perks up the mind with its zesty citrus note.,"Weight
0.284000
Content
100 ml highly scented room spray.
Description
Spreading cheer with little sprays of charming fragrance! Just a few sprays of our room freshener,
and we are sure its lovely scent will put a smile on your face. Infused with pure essential oils,
our room freshener is perfect to spruce up your happy spaces with our delightful scent.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
Ingredients
Natural fragrance oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs).
How to Use
Avoid Heat or flame. Keep out of reach of children and pets. Avoid direct contact with food
products.
Olfactory Note
Captivating scent that soothes your senses. Freshens air and helps eliminate odours. Ideal for your
home, linen, car, room, living space and washroom.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprf100-nebe.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprf100-nebe.jpg,1691821459739
Sea Breeze Room Freshener Spritz,Home Fragrance | Room Diffuser,425.00,"Sea Breeze. Soft, gentle, yet full of vigor and life, the sea breeze makes you feel so alive! One whiff of this perky fragrance is all you need to brighten-up your day, as this fresh, vivacious note infuses energy into the body, mind and soul. This scent will take you to a bright beautiful day by the sea.","Weight
0.284000
Content
100 ml highly scented room spray.
Description
Spreading cheer with little sprays of charming fragrance! Just a few sprays of our room freshener,
and we are sure its lovely scent will put a smile on your face. Infused with pure essential oils,
our room freshener is perfect to spruce up your happy spaces with our delightful scent. Comes in a
convenient & easy-to-use spray bottle with golden pump and lock. A beautifully hand-tied bow adorns
the neck of the jar.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
Ingredients
Natural fragrance oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs).
How to Use
Avoid Heat or flame. Keep out of reach of children and pets. Avoid direct contact with food
products.
Olfactory Note
Captivating scent that soothes your senses. Freshens air and helps eliminate odours. Ideal for your
home, linen, car, room, living space and washroom.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprf100-se.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprf100-se.jpg,1691821466177
Lily of the Valley Room Freshener Spritz,Home Fragrance | Room Diffuser,425.00,"Lily of the Valley. Floating on the soft breeze of the English countryside, the delicate scent of dainty little lily blossoms just wonderfully uplifts the natural beauty of their surroundings. One of nature’s most beloved fragrance, it’s hard not to fall in love with this dreamy note.","Weight
0.284000
Content
100 ml highly scented room spray.
Description
Spreading cheer with little sprays of charming fragrance! Just a few sprays of our room freshener,
and we are sure its lovely scent will put a smile on your face. Infused with pure essential oils,
our room freshener is perfect to spruce up your happy spaces with our delightful scent.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
Ingredients
Natural fragrance oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs).
How to Use
Avoid Heat or flame. Keep out of reach of children and pets. Avoid direct contact with food
products.
Olfactory Note
Captivating scent that soothes your senses. Freshens air and helps eliminate odours. Ideal for your
home, linen, car, room, living space and washroom.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprf100-ly.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprf100-ly.jpg,1691821472469
Ivory Musk Room Freshener Sptriz,Home Fragrance | Room Diffuser,425.00,"Ivory Musk. Precious and rare, this exquisite fragrance was once exclusively used only by the Indian royalty. For centuries, this has been one of the most coveted scents. You will find the luxe aroma of this signature scent to be sensuous and captivating.","Weight
0.284000
Content
100 ml highly scented room spray.
Description
Spreading cheer with little sprays of charming fragrance! Just a few sprays of our room freshener,
and we are sure its lovely scent will put a smile on your face. Infused with pure essential oils,
our room freshener is perfect to spruce up your happy spaces with our delightful scent.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
Ingredients
Natural fragrance oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs).
How to Use
Avoid Heat or flame. Keep out of reach of children and pets. Avoid direct contact with food
products.
Olfactory Note
Captivating scent that soothes your senses. Freshens air and helps eliminate odours. Ideal for your
home, linen, car, room, living space and washroom.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprf100-iv.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprf100-iv.jpg,1691821479181
French Lavender Room Freshener Spritz,Home Fragrance | Room Diffuser,425.00,"French Lavender. Stretching majestically over the purple lavender fields of French landscapes, these beautifully slender flowers infuse the crisp air with a heavenly fragrance. Their smell almost mesmerizes you into a happy trance. This scent will transport you to summertime in Provence de France.","Weight
0.284000
Content
100 ml highly scented room spray.
Description
Spreading cheer with little sprays of charming fragrance! Just a few sprays of our room freshener,
and we are sure its lovely scent will put a smile on your face. Infused with pure essential oils,
our room freshener is perfect to spruce up your happy spaces with our delightful scent.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
Ingredients
Natural fragrance oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs).
How to Use
Avoid Heat or flame. Keep out of reach of children and pets. Avoid direct contact with food
products.
Olfactory Note
Captivating scent that soothes your senses. Freshens air and helps eliminate odours. Ideal for your
home, linen, car, room, living space and washroom.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprf100-lv_2.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprf100-lv_2.jpg,1691821485753
Lemongrass Ginger Room Freshener Spritz,Home Fragrance | Room Diffuser,425.00,"French Lavender. Stretching majestically over the purple lavender fields of French landscapes, these beautifully slender flowers infuse the crisp air with a heavenly fragrance. Their smell almost mesmerizes you into a happy trance. This scent will transport you to summertime in Provence de France.",,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprf100-lgi.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprf100-lgi.jpg,1691821491695
Citronella - Anti Mosquito Room Spray,Home Fragrance | Room Diffuser,150.00,"CITRONELLA
Anti-Mosquito Room Spray
Soft, Subtle, yet invigorating - the beautiful scent of this room freshener is all this and more. Spray a little and let it work its magic on the ambience of any room.","Content
8ml.
Story
Citronella oil has the innate property of repelling mosquitoes and insects by blocking out the scent
that attracts them. This 100% natural product is formulated with a unique blend of citronella oil,
lemon and lemongrass leaves extracts. The eco-friendly and DEET-free products emit a soothing fresh
and lemony fragrance, creating a pleasant, non-toxic environment for humans and animals alike.
How to Use
Avoid eye contact. If eye contact occurs, rinse well with warm water Avoid heat or flame. Keep out
of reach of children and pets. Avoid direct contact with food products.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/c/t/ctrf8_3.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/c/t/ctrf8_3.jpg,1691821497636
Citronella – Anti Mosquito Room Freshener,Home Fragrance | Room Diffuser,375.00,"Citronella – Anti Mosquito Room Freshener
This spray is the perfect way to keep mosquitoes at bay and enjoy the lemony fresh scent of essential oils. Citronella has the innate property to repel mosquitoes and insects.","Content
100 ml.
Story
Citronella oil has the innate property of repelling mosquitoes and insects by blocking out the scent
that attracts them. This 100% natural product is formulated with a unique blend of citronella oil,
lemon and lemongrass leaves extracts. The eco-friendly and DEET-free products emit a soothing fresh
and lemony fragrance, creating a pleasant, non-toxic environment for humans and animals alike.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/c/t/ctrf100_1.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/c/t/ctrf100_1.jpg,1691821503653
Aqua Oud  Ayurveda Room Freshener,Home Fragrance | Room Diffuser,295.00,"Made with natural essential oils, the soft lingering fragrance of the room spray will gently diffuse into the ambience. Spray a little of this, and let it work its magic. The captivating scent soothes all the senses and relaxes the mind. This fragrance transports you to a blissful state of calm and tranquil.","Content
50 ml highly scented room spray.
Description
FRAGRANCE: Aqua Oud (Cooling and Soothing). The sophisticated and cooling aqua notes combine
perfectly with the irresistible warm and soothing fragrance of Assam agarwood oil.
Story
WHO IS A PITTA? Logical and focused, usually of average height and a muscular built. May suffer from
fits of anger and find it difficult to relax.
Ingredients
Natural essential oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs).
How to Use
Captivating scent that soothes your senses, freshens the air and helps eliminate bad odor. Ideal for
your home, linen, car, room, living space and washroom. Long lasting and concentrated room
freshener.
Olfactory Note
Comes in a convenient & easy-to-use spray bottle with golden spray pump and cap.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrf50aqoo.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrf50aqoo.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrf50_aqoo_1.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrf50aqoo1.jpg",1691821510255
Lavender Lemongrass Ayurveda Room Freshener,Home Fragrance | Room Diffuser,295.00,"Made with natural essential oils, the soft lingering fragrance of the room spray will gently diffuse into the ambience. Spray a little of this, and let it work its magic. The captivating scent soothes all the senses and relaxes the mind. This fragrance transports you to a blissful state of calm and tranquil.","Content
50 ml highly scented room spray.
Description
FRAGRANCE: Lavender Lemongrass (Calming and Refreshing).The wonderful balance between the calming
power of Lavender and the refreshing essence of citrusy lemongrass make it the ideal essential oil
blend for tridosha.
Story
WHO IS A TRIDOSHA? Inherently at ease, harmonious individuals, exuberating a natural balance.
Usually of medium built, they have an ideal physique. They may fear the unknown and find it
difficult to manage extremely stressful situations.
Ingredients
Natural essential oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs).
How to Use
Captivating scent that soothes your senses, freshens the air and helps eliminate bad odor. Ideal for
your home, linen, car, room, living space and washroom. Long lasting and concentrated room
freshener.
Olfactory Note
Comes in a convenient & easy-to-use spray bottle with golden spray pump and cap.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrf50lvlg.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrf50lvlg.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrf50lvlg1.jpg",1691821524297
Sage Mint  Ayurveda Room Freshener,Home Fragrance | Room Diffuser,295.00,"Made with natural essential oils, the soft lingering fragrance of the room spray will gently diffuse into the ambience. Spray a little of this, and let it work its magic. The captivating scent soothes all the senses and relaxes the mind. This fragrance transports you to a blissful state of calm and tranquil.","Content
50 ml highly scented room spray.
Description
FRAGRANCE:  Sage Mint (Cleansing and Recharging).The Earthy blend of holy sage cleanses the
surroundings, while the cooling properties of mint leaves keep you charged and invigorated all day.
Story
WHO IS A KAPHA? Calm, loving and understanding with an impressive built, and well defined features.
They may exhibit tendencies to over-eat, avoid exercise and sleep excessively
Ingredients
Natural essential oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs).
How to Use
Captivating scent that soothes your senses, freshens the air and helps eliminate bad odor. Ideal for
your home, linen, car, room, living space and washroom. Long lasting and concentrated room
freshener.
Olfactory Note
PACKAGING: Comes in a convenient & easy-to-use spray bottle with golden spray pump and cap.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrf50sgmt.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrf50sgmt.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrf50_sgmt_1.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrf50sgmt1.jpg",1691821534531
Tuberose Jasmine Ayurveda Room Freshener,Home Fragrance | Room Diffuser,295.00,"Made with natural essential oils, the soft lingering fragrance of the room spray will gently diffuse into the ambience. Spray a little of this, and let it work its magic. The captivating scent soothes all the senses and relaxes the mind. This fragrance transports you to a blissful state of calm and tranquil.","Content
50 ml highly scented room spray.
Description
FRAGRANCE: Tuberose Jasmine (Uplifting and Anti-Stress). Notes of fresh Indian Jasmine flowers
combine fabulously with white blossoms of tuberose to form this uplifting and stress relieving
fragrance.
Story
WHO IS A VATA? Enthusiastic, light and creative with an athletic built. They sometimes get restless
or suffer from sleeping disorders.
Ingredients
Natural essential oils & sugarcane alcohol. Non-toxic and 100% natural. Free of chlorofluorocarbons
(CFCs).
How to Use
Captivating scent that soothes your senses, freshens the air and helps eliminate bad odor. Ideal for
your home, linen, car, room, living space and washroom. Long lasting and concentrated room
freshener.
Olfactory Note
Comes in a convenient & easy-to-use spray bottle with golden spray pump and cap.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrf50-tuja.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrf50-tuja.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrf50tuja.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrf50-tuja1.jpg",1691821548568
