title,price,brand,category,subcategory,imageurls,size,description,id,product_url
Jade Black and Bright White Polka Dots Premium Cotton Shirt,2595,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WS106-CC-WP019_5.jpg?v=1702464620&width=1000, https://frenchcrown.in/cdn/shop/files/WS106-CC-WP019_2.jpg?v=1702464620&width=1000, https://frenchcrown.in/cdn/shop/files/WS106-CC-WP019_3.jpg?v=1702464620&width=1000, https://frenchcrown.in/cdn/shop/files/WS106-CC-WP019_4.jpg?v=1702464620&width=1000, https://frenchcrown.in/cdn/shop/files/WS106-CC-WP019_6.jpg?v=1702464620&width=1000, https://frenchcrown.in/cdn/shop/files/WS106-CC-WP019_7.jpg?v=1702464620&width=1000, https://frenchcrown.in/cdn/shop/files/WS106-CC-WP019_8.jpg?v=1702464620&width=1000, https://frenchcrown.in/cdn/shop/files/WS106-CC-WP019_9.jpg?v=1702464620&width=1000, https://frenchcrown.in/cdn/shop/files/WS106-CC-WP019_10.jpg?v=1702464620&width=1000, https://frenchcrown.in/cdn/shop/files/WS106-CC-WP019_11.jpg?v=1702464620&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","This shirt oozes confidence, making it an ideal choice for any occasion that demands a timeless vintage charm with a stylish touch. This is where elegance meets playfulness with our Jade Black and White Polka Dotted Premium Cotton Shirt, featuring a Cuban collar. Whether you're attending a formal event or enjoying a relaxed day out, this shirt ensures you look and feel your best with ease. Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Premium mother-of-pearl buttons Medium weight fabric, ideal for all climates.",412481821,https://frenchcrown.in/products/jade-black-and-bright-white-polka-dotted-premium-cotton-shirt-c
Jade Black and Bright White Polka Dots Premium Cotton Shirt With Tie-up Neck,2595,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WS107-WP020_6.jpg?v=1702450228&width=1000, https://frenchcrown.in/cdn/shop/files/WS107-WP020_2.jpg?v=1702450228&width=1000, https://frenchcrown.in/cdn/shop/files/WS107-WP020_4.jpg?v=1702450228&width=1000, https://frenchcrown.in/cdn/shop/files/WS107-WP020_5.jpg?v=1702450228&width=1000, https://frenchcrown.in/cdn/shop/files/WS107-WP020_3.jpg?v=1702450228&width=1000, https://frenchcrown.in/cdn/shop/files/WS107-WP020_7.jpg?v=1701696526&width=1000, https://frenchcrown.in/cdn/shop/files/WS107-WP020_8.jpg?v=1701696523&width=1000, https://frenchcrown.in/cdn/shop/files/WS107-WP020_9.jpg?v=1701696524&width=1000, https://frenchcrown.in/cdn/shop/files/WS107-WP020_10.jpg?v=1701696525&width=1000, https://frenchcrown.in/cdn/shop/files/WS107-WP020_11.jpg?v=1702527295&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","This shirt oozes confidence, making it an ideal choice for those who demand a timeless Vintage charm with a stylish touch. This is where elegance meets playfulness with our Jade Black and Bright White Polka Dotted Premium Cotton Shirt With Tie-up Neck. Whether you're attending a formal event or enjoying a relaxed day out, this shirt ensures you look and feel your best with ease. Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Premium mother-of-pearl buttons Medium weight fabric, ideal for all climates.",426998447,https://frenchcrown.in/products/jade-black-and-bright-white-polka-dotted-premium-cotton-shirt-with-tie-up-neck-c
Jade Black and Bright White Polka Dots Premium Cotton Women’s Tuxedo Blazer,10195,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_12.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_2.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_11.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_14.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_15.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_17.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_16.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_13.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_1.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_4.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_5.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_6.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_7.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_8.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_9.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_10.jpg?v=1762753675&width=1000, https://frenchcrown.in/cdn/shop/files/WBL024-BKL-LD17_18.jpg?v=1741788228&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","Who said Blazers need to be plain and boring? Add a playful touch to your wardrobe with our Jade Black and Bright White Polka Dotted Premium Cotton Women’s Tuxedo Blazer, featuring a shawl lapel. The deep jade black backdrop serves as the perfect canvas for the lively white polka dot print, infusing a sense of fun and personality into this designer Blazer. This delightful ensemble is a celebration of style and individuality, perfect for the woman who wants to make a statement while embracing a classic silhouette. In addition to being constructed from Imported Superior Fabrics, French crown Blazers are built with top quality components and thoughtful construction. 100% Premium Cotton: it’s really tough and abrasion-resistant. Features Padded shoulder for a formal silhouette 1-button, single-breasted closure Shawl lapel Flap pockets Boat-shaped breast pocket Half-canvas construction Pattern: prints Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears. Medium to Heavy weight fabric. Made for all climates.",439449728,https://frenchcrown.in/products/jade-black-and-bright-white-polka-dotted-premium-cotton-women-s-tuxedo-blazer-b
Jade Black and Bright White Polka Dots With White Piping Work Premium Cotton Women’s Designer Blazer,10195,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_10.jpg?v=1762754253&width=1000, https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_2.jpg?v=1762754253&width=1000, https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_9.jpg?v=1762754253&width=1000, https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_15.jpg?v=1762754253&width=1000, https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_12.jpg?v=1762754253&width=1000, https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_13.jpg?v=1762754253&width=1000, https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_14.jpg?v=1762754253&width=1000, https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_11.jpg?v=1762754253&width=1000, https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_16.jpg?v=1762754253&width=1000, https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_1.jpg?v=1762754253&width=1000, https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_4.jpg?v=1762754253&width=1000, https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_5.jpg?v=1762754253&width=1000, https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_6.jpg?v=1762754253&width=1000, https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_7.jpg?v=1762754253&width=1000, https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_8.jpg?v=1762754253&width=1000, https://frenchcrown.in/cdn/shop/files/WBL021-BKL-LD019_17.jpg?v=1741788223&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","Who said Blazers need to be plain and boring? Add a playful touch to your wardrobe with our Jade Black and Bright White Polka Dotted With White Piping Work Premium Cotton Women’s Designer Blazer. The deep jade black backdrop serves as the perfect canvas for the lively polka dot print, infusing a sense of fun and personality into this designer Blazer. This delightful ensemble is a celebration of style and individuality, perfect for the woman who wants to make a statement while embracing a classic silhouette. In addition to being constructed from Imported Superior Fabrics, French crown Blazers are built with top quality components and thoughtful construction. 100% Premium Cotton: it’s really tough and abrasion-resistant. Features Padded shoulder for a formal silhouette 1-button, single-breasted closure Shawl lapel Flap pockets Boat-shaped breast pocket Half-canvas construction Pattern: prints Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears. Medium to Heavy weight fabric. Made for all climates.",690249786,https://frenchcrown.in/products/jade-black-and-bright-white-polka-dotted-with-white-piping-work-premium-cotton-women-s-designer-blazer-b
Jade Black and White Checkered Premium Cotton Top,1295,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/products/WTP025_1.jpg?v=1700651087&width=1000, https://frenchcrown.in/cdn/shop/files/WTP025_2_bb91adf6-5664-4deb-948a-ddcf3d8d097d.jpg?v=1700651087&width=1000, https://frenchcrown.in/cdn/shop/products/WTP025_2.jpg?v=1691558704&width=1000, https://frenchcrown.in/cdn/shop/products/WTP025_4.jpg?v=1691558704&width=1000, https://frenchcrown.in/cdn/shop/products/WTP025_5.jpg?v=1691558704&width=1000, https://frenchcrown.in/cdn/shop/products/WTP025_6.jpg?v=1691558704&width=1000, https://frenchcrown.in/cdn/shop/products/WTP025_7.jpg?v=1691558704&width=1000, https://frenchcrown.in/cdn/shop/products/WTP025_8.jpg?v=1691558700&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","This checkered Premium Cotton sleeveless Top is the perfect addition to your summer wardrobe. Made from high-quality cotton, this crop top promises ultimate comfort and breathability. The rich black colour adds a touch of sophistication, making it suitable for a range of occasions. Whether dressed up with a stylish jacket for a night out or paired with shorts for a casual daytime look, this sleeveless crop top will keep you looking stylish and feeling confident. So why wait? Get your hands on this amazing Top today! Our materials are a group of materials that can range from recycled or organic. Material Type : 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears. Medium weight fabric, ideal for all climates.",949066488,https://frenchcrown.in/products/jade-black-and-white-checkered-premium-cotton-top
Jade Black and White Plaid Premium Cotton Shirt,2595,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/products/WS004-M-BLK_1.jpg?v=1700651103&width=1000, https://frenchcrown.in/cdn/shop/products/WS004-M-BLK_2.jpg?v=1700651103&width=1000, https://frenchcrown.in/cdn/shop/products/WS004-M-BLK_4.jpg?v=1679388999&width=1000, https://frenchcrown.in/cdn/shop/products/WS004-M-BLK_4_d115480b-2e91-45f4-932e-fd8ed962c379.jpg?v=1691655342&width=1000, https://frenchcrown.in/cdn/shop/products/WS004-M-BLK_5.jpg?v=1691655342&width=1000, https://frenchcrown.in/cdn/shop/products/WS004-M-BLK_6.jpg?v=1691655342&width=1000, https://frenchcrown.in/cdn/shop/products/WS004-M-BLK_7.jpg?v=1691655342&width=1000, https://frenchcrown.in/cdn/shop/products/WS004-M-BLK_1_576a47f0-c7d6-49b1-929d-ba3a7ff17025.jpg?v=1691655342&width=1000, https://frenchcrown.in/cdn/shop/products/WS004-M-BLK_2_3f82595a-b95b-4206-8940-1687c4305a37.jpg?v=1691655342&width=1000, https://frenchcrown.in/cdn/shop/products/WS004-M-BLK_5_06f8683d-d5ba-4d03-854d-ded948c2d456.jpg?v=1679388999&width=1000, https://frenchcrown.in/cdn/shop/products/WS004-M-BLK_6_2d5bea52-71cb-4515-8d44-b9e41911fae9.jpg?v=1679388999&width=1000, https://frenchcrown.in/cdn/shop/products/WS004-M-BLK_8.jpg?v=1679388999&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","This mandarin neck womens shirt from French Crown is tailored in 100% pure cotton & comes with checks , giving the shirt a smart look. Women's shirts are perfect for both casual and formal events, and can be dressed up or down depending on the occasion. They look great with jeans, shorts, skirts, and dress pants, and can be paired with a variety of accessories to complete the look. Cotton is a breathable, lightweight fabric that is comfortable to wear year-round. It is also a great fabric for layering, allowing you to easily transition from one season to the next. Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Premium mother-of-pearl buttons Medium weight fabric, ideal for all climates.",346120564,https://frenchcrown.in/products/jade-black-and-white-plaid-premium-cotton-shirt-a
Jade Black and White Polka Dots Premium Cotton Crop Shirt,1995,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WS116-BLK-WP077_2.jpg?v=1702526849&width=1000, https://frenchcrown.in/cdn/shop/files/WS116-BLK-WP077_3.jpg?v=1702526849&width=1000, https://frenchcrown.in/cdn/shop/files/WS116-BLK-WP077_4.jpg?v=1702526849&width=1000, https://frenchcrown.in/cdn/shop/files/WS116-BLK-WP077_5.jpg?v=1702526849&width=1000, https://frenchcrown.in/cdn/shop/files/WS116-BLK-WP077_6.jpg?v=1702526849&width=1000, https://frenchcrown.in/cdn/shop/files/WS116-BLK-WP077_7.jpg?v=1702526849&width=1000, https://frenchcrown.in/cdn/shop/files/WS116-BLK-WP077_8.jpg?v=1702526849&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","Radiate timeless charm with our Jade Black and White Polka Dotted Premium Cotton Crop Shirt. This classic yet stylish piece is a must-have for your wardrobe, offering a touch of retro-inspired elegance. Pair this Crop Shirt with Blue Denim and your favorite heels, and you're all set to hit the dance floor at a cocktail party or any premium event. Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Premium mother-of-pearl buttons Medium weight fabric, ideal for all climates.",531518501,https://frenchcrown.in/products/jade-black-and-white-polka-dotted-premium-cotton-crop-shirt-c
Jade Black and White Polka Dots Premium Cotton Designer Shirt,2995,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WS109-WOC-BLK-WP021_3.jpg?v=1701696537&width=1000, https://frenchcrown.in/cdn/shop/files/WS109-WOC-BLK-WP021_4.jpg?v=1701696535&width=1000, https://frenchcrown.in/cdn/shop/files/WS109-WOC-BLK-WP021_5.jpg?v=1701696536&width=1000, https://frenchcrown.in/cdn/shop/files/WS109-WOC-BLK-WP021_6.jpg?v=1701696534&width=1000, https://frenchcrown.in/cdn/shop/files/WS109-WOC-BLK-WP021_7.jpg?v=1701696534&width=1000, https://frenchcrown.in/cdn/shop/files/WS109-WOC-BLK-WP021_8.jpg?v=1701696534&width=1000, https://frenchcrown.in/cdn/shop/files/WS109-WOC-BLK-WP021_9.jpg?v=1701696534&width=1000, https://frenchcrown.in/cdn/shop/files/WS109-WOC-BLK-WP021_10.jpg?v=1701696536&width=1000, https://frenchcrown.in/cdn/shop/files/WS109-WOC-BLK-WP021_11.jpg?v=1702470263&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","Elevate your style with our Jade Black and White Polka Dotted Premium Cotton Designer Shirt, featuring fancy plackets. Crafted from premium cotton, this shirt features a round neck collar and is the perfect choice for cocktail parties and night events. It blends sophistication and flair, making it a must-have addition to your wardrobe. Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Premium mother-of-pearl buttons Medium weight fabric, ideal for all climates.",284533012,https://frenchcrown.in/products/jade-black-and-white-polka-dotted-premium-cotton-designer-shirt-c
Jade Black and White Polka Dots Premium Cotton Shirt With White Cuff and Collar,2595,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WS108-WCC-BLK-WP023_6.jpg?v=1702464634&width=1000, https://frenchcrown.in/cdn/shop/files/WS108-WCC-BLK-WP023_2.jpg?v=1702464634&width=1000, https://frenchcrown.in/cdn/shop/files/WS108-WCC-BLK-WP023_3.jpg?v=1702464634&width=1000, https://frenchcrown.in/cdn/shop/files/WS108-WCC-BLK-WP023_4.jpg?v=1702464634&width=1000, https://frenchcrown.in/cdn/shop/files/WS108-WCC-BLK-WP023_5.jpg?v=1702464634&width=1000, https://frenchcrown.in/cdn/shop/files/WS108-WCC-BLK-WP023_7.jpg?v=1702464634&width=1000, https://frenchcrown.in/cdn/shop/files/WS108-WCC-BLK-WP023_8.jpg?v=1702464634&width=1000, https://frenchcrown.in/cdn/shop/files/WS108-WCC-BLK-WP023_9.jpg?v=1702464634&width=1000, https://frenchcrown.in/cdn/shop/files/WS108-WCC-BLK-WP023_11.jpg?v=1702464634&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","The polka dot pattern exudes timeless charm, making this shirt a cool choice for parties and events. While the Jade Black and Bright White color combination adds a subtle hint of sophistication to your outfit, the contrasting cuff, collar, and button-down detailing add to the overall style. Made from premium cotton, this shirt guarantees both comfort and style. Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Premium mother-of-pearl buttons Medium weight fabric, ideal for all climates.",105508482,https://frenchcrown.in/products/jade-black-and-white-polka-dotted-premium-cotton-shirt-with-white-cuff-and-collar-c
Jade Black and White Polka Dots Premium Cotton Shirt With White Cuffs and Collar,2595,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WS105-WCC-BLK_5.jpg?v=1702464607&width=1000, https://frenchcrown.in/cdn/shop/files/WS105-WCC-BLK_3.jpg?v=1702464607&width=1000, https://frenchcrown.in/cdn/shop/files/WS105-WCC-BLK_2.jpg?v=1702464607&width=1000, https://frenchcrown.in/cdn/shop/files/WS105-WCC-BLK_4.jpg?v=1702464607&width=1000, https://frenchcrown.in/cdn/shop/files/WS105-WCC-BLK_6.jpg?v=1702464607&width=1000, https://frenchcrown.in/cdn/shop/files/WS105-WCC-BLK_7.jpg?v=1702464607&width=1000, https://frenchcrown.in/cdn/shop/files/WS105-WCC-BLK_8.jpg?v=1702464607&width=1000, https://frenchcrown.in/cdn/shop/files/WS105-WCC-BLK_9.jpg?v=1702464607&width=1000, https://frenchcrown.in/cdn/shop/files/WS105-WCC-BLK_10.jpg?v=1702464607&width=1000, https://frenchcrown.in/cdn/shop/files/WS105-WCC-BLK_12.jpg?v=1702464607&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","The polka dot pattern exudes timeless vintage charm, making this shirt a versatile choice for various events. While the Jade Black and White color combination adds a subtle hint of sophistication to your outfit, the contrasting cuff and collar add to the overall style. Made from premium cotton, this shirt guarantees both comfort and style. Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Premium mother-of-pearl buttons Medium weight fabric, ideal for all climates.",654354643,https://frenchcrown.in/products/jade-black-and-white-polka-dotted-premium-cotton-shirt-with-white-cuffs-and-collar-c
Jade Black and White Polka Dots Premium Cotton Women’s Tuxedo Blazer,10195,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_11.jpg?v=1762754208&width=1000, https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_2.jpg?v=1762754208&width=1000, https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_13.jpg?v=1762754208&width=1000, https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_14.jpg?v=1762754208&width=1000, https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_16.jpg?v=1762754208&width=1000, https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_15.jpg?v=1762754208&width=1000, https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_10.jpg?v=1762754208&width=1000, https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_12.jpg?v=1762754208&width=1000, https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_1.jpg?v=1762754208&width=1000, https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_4.jpg?v=1762754208&width=1000, https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_5.jpg?v=1762754208&width=1000, https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_6.jpg?v=1762754208&width=1000, https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_7.jpg?v=1762754208&width=1000, https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_8.jpg?v=1762754208&width=1000, https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_9.jpg?v=1762754208&width=1000, https://frenchcrown.in/cdn/shop/files/WBL025-BKL-LD18_17.jpg?v=1741788231&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","Make your party wear unforgettable with the Jade Black and White Polka Dotted Premium Cotton Women's Tuxedo Blazer. This ensemble is the epitome of style and sophistication. The black tuxedo with satin lapels, adorned with playful polka dots and a solid black pattern near the wrists, guarantees that you'll be the center of attention at any gathering, creating a look that's as fun as it is fashionable. In addition to being constructed from Imported Superior Fabrics, French crown Blazers are built with top quality components and thoughtful construction. 100% Premium Cotton: it’s really tough and abrasion-resistant. Features Padded shoulder for a formal silhouette 1-button, single-breasted closure Shawl lapel Flap pockets Boat-shaped breast pocket Half-canvas construction Pattern: Prints Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears. Medium to Heavy weight fabric. Made for all climates.",235525848,https://frenchcrown.in/products/jade-black-and-white-polka-dotted-premium-cotton-women-s-tuxedo-blazer-b
Jade Black Beetle Hand Painted Premium Cotton Designer Shirt,3195,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/files/WS123-BLK-ART_2.jpg?v=1701696958&width=1000, https://frenchcrown.in/cdn/shop/files/WS123-BLK-ART_3.jpg?v=1701696957&width=1000, https://frenchcrown.in/cdn/shop/files/WS123-BLK-ART_4.jpg?v=1701696957&width=1000, https://frenchcrown.in/cdn/shop/files/WS123-BLK-ART_5.jpg?v=1701696960&width=1000, https://frenchcrown.in/cdn/shop/files/WS123-BLK-ART_6.jpg?v=1701696956&width=1000, https://frenchcrown.in/cdn/shop/files/WS123-BLK-ART_7.jpg?v=1701696960&width=1000, https://frenchcrown.in/cdn/shop/files/WS123-BLK-ART_8.jpg?v=1701696958&width=1000, https://frenchcrown.in/cdn/shop/files/WS123-BLK-ART_9.jpg?v=1701696959&width=1000, https://frenchcrown.in/cdn/shop/files/WS123-BLK-ART_10.jpg?v=1701696957&width=1000, https://frenchcrown.in/cdn/shop/files/WS123-BLK-ART_11.jpg?v=1702470441&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","Introducing our ""Jade Black Beetle Hand Painted Premium Cotton Designer Shirt,"" a true masterpiece of craftsmanship and style. This unique shirt features a meticulously hand-painted beetle on the collar, making it a distinctive and artistic addition to your wardrobe. Stand out with sophistication and originality in this one-of-a-kind fashion piece. Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. 100 % Premium Cotton; Comfortable soft hand, good strength, Drapes well, Excellent color retention. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Premium mother-of-pearl buttons Medium weight fabric, ideal for all climates.",895350305,https://frenchcrown.in/products/jade-black-beetle-hand-painted-premium-cotton-designer-shirt-c
Jade Black Ditsy Printed Premium Cotton Shirt,2595,French Crown,Womens,Womens Sale,"https://frenchcrown.in/cdn/shop/products/WS017-M_1.jpg?v=1700651248&width=1000, https://frenchcrown.in/cdn/shop/products/WS017-M_2_4afc33ad-bfbc-4106-8c00-bda7d2aa9016.jpg?v=1700651248&width=1000, https://frenchcrown.in/cdn/shop/products/WS017-M_2.jpg?v=1700629553&width=1000, https://frenchcrown.in/cdn/shop/products/WS017-M_4.jpg?v=1700629553&width=1000, https://frenchcrown.in/cdn/shop/products/WS017-M_4_8f2e56c4-b236-4d81-b0a8-d0d5eef2efbd.jpg?v=1700629553&width=1000, https://frenchcrown.in/cdn/shop/products/WS017-M_5.jpg?v=1700629553&width=1000, https://frenchcrown.in/cdn/shop/products/WS017-M_1_b344adba-1269-4f57-b43d-1ba7a690643f.jpg?v=1700629553&width=1000, https://frenchcrown.in/cdn/shop/products/WS017-M_5_f23d0110-dff9-4cfe-95cb-85dade92a9be.jpg?v=1691499625&width=1000, https://frenchcrown.in/cdn/shop/products/WS017-M_6_4e14c291-ecc5-4b8d-82a9-40472b675820.jpg?v=1691499625&width=1000, https://frenchcrown.in/cdn/shop/products/WS017-M_3.jpg?v=1691499625&width=1000, https://frenchcrown.in/cdn/shop/products/WS017-M_6.jpg?v=1691499625&width=1000","XS / 32, S / 34, M / 36, L / 38, XL / 40, XXL / 42","Make hot work days more relaxed and cozy with this ditsy printed chic shirt for women from French Crown. Tailored using top notch breathable cotton material, this gorgeous mandarin collar shirt features full sleeves and mother of pearl button fastening. You can also choose to go with layering options. Fused collar and cuffs, collar stand and flat felled side seams provide structure and stability to all our shirts. Tencel Fabric: It is a form of rayon. It consists of cellulose fibre, made from dissolving pulp and then reconstituting it by dry jet wet spinning.  A sustainable fabric because it is made from sustainable sources and therefore it is biodegradable. It can be blended with other fabrics. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Tencel weave; Gentle on skin, Color retention, long lasting softness, Flexible Versatile Medium weight fabric. Made for all climates. Tencel Fabric: It is a form of rayon. It consists of cellulose fibre, made from dissolving pulp and then reconstituting it by dry jet wet spinning.  A sustainable fabric because it is made from sustainable sources and therefore it is biodegradable. It can be blended with other fabrics. Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it disappears Tencel weave; Gentle on skin, Color retention, long lasting softness, Flexible Versatile Medium weight fabric. Made for all climates.",434788131,https://frenchcrown.in/products/jade-black-ditsy-printed-premium-cotton-shirt-a
