title,price,brand,story_description,category,sub_category,image_urls,size_title,size,description,id
Jade Black and White Checkered Premium Cotton Top,897,Frenchcrown," Story This checkered Premium Cotton sleeveless Top is the perfect addition to your summer wardrobe.
Made from high-quality cotton, this crop top promises ultimate comfort and breathability. The rich
black colour adds a touch of sophistication, making it suitable for a range of occasions. Whether
dressed up with a stylish jacket for a night out or paired with shorts for a casual daytime look,
this sleeveless crop top will keep you looking stylish and feeling confident. So why wait? Get your
hands on this amazing Top today!",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP025_1_360x.jpg?v=1679387020, https://frenchcrown.in/cdn/shop/products/WTP025_1_800x.jpg?v=1679387020, https://frenchcrown.in/cdn/shop/products/WTP025_2_800x.jpg?v=1679387020, https://frenchcrown.in/cdn/shop/products/WTP025_4_800x.jpg?v=1679387020, https://frenchcrown.in/cdn/shop/products/WTP025_5_800x.jpg?v=1679387022, https://frenchcrown.in/cdn/shop/products/WTP025_6_800x.jpg?v=1679387020, https://frenchcrown.in/cdn/shop/products/WTP025_7_800x.jpg?v=1679387021, https://frenchcrown.in/cdn/shop/products/WTP025_8_800x.jpg?v=1679387019",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"This checkered Premium Cotton sleeveless Top is the perfect addition to your summer wardrobe. Made
from high-quality cotton, this crop top promises ultimate comfort and breathability. The rich black
colour adds a touch of sophistication, making it suitable for a range of occasions. Whether dressed
up with a stylish jacket for a night out or paired with shorts for a casual daytime look, this
sleeveless crop top will keep you looking stylish and feeling confident. So why wait? Get your hands
on this amazing Top today!",1679387020
Dawn Cream Printed Premium Tencel Shirt,"1,397",Frenchcrown," Story Add a refreshing touch to your closet with this charming yellow printed shirt from French
Crown. Crafted to give you the perfect fit, this piece will bring a splash of chicness to your
closet with its strikingly eye-catching printed design. Make a statement by pairing it up with block
heels, a pair of slim-fit trousers, and hoop earrings.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WS023_1_360x.jpg?v=1679387342, https://frenchcrown.in/cdn/shop/products/WS023_1_800x.jpg?v=1679387342, https://frenchcrown.in/cdn/shop/products/WS023_2_800x.jpg?v=1679387342, https://frenchcrown.in/cdn/shop/products/WS023_4_800x.jpg?v=1679387342, https://frenchcrown.in/cdn/shop/products/WS023_5_800x.jpg?v=1679387342, https://frenchcrown.in/cdn/shop/products/WS023_1_acd2fafc-19ed-45c7-8097-18f43ad8225d_800x.jpg?v=1679387342, https://frenchcrown.in/cdn/shop/products/WS023_2_85315493-8e5e-4cae-b741-e73ec1fae1d7_800x.jpg?v=1679387342, https://frenchcrown.in/cdn/shop/products/WS023_4_34d686df-f95a-4182-bfea-3568b92e02e2_800x.jpg?v=1679387342, https://frenchcrown.in/cdn/shop/products/WS023_5_3bcf9353-683e-4039-91dc-5fb14067f9c8_800x.jpg?v=1679387342, https://frenchcrown.in/cdn/shop/products/WS023_6_4c37fca7-deca-4a4c-9768-ed619640bc3f_800x.jpg?v=1679387342, https://frenchcrown.in/cdn/shop/products/WS023_6_800x.jpg?v=1679387342",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Add a refreshing touch to your closet with this charming yellow printed shirt from French Crown.
Crafted to give you the perfect fit, this piece will bring a splash of chicness to your closet with
its strikingly eye-catching printed design. Make a statement by pairing it up with block heels, a
pair of slim-fit trousers, and hoop earrings.Tencel Fabric: It is a form of rayon. It consists of cellulose fibre, made from dissolving pulp and
then reconstituting it by dry jet wet spinning.  A sustainable fabric because it is made from
sustainable sources and therefore it is biodegradable. It can be blended with other fabrics.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Tencel weave; Gentle on skin, Color retention, long lasting softness, Flexible Versatile
Medium weight fabric. Made for all climates.",1679387342
Bright White with Regent Gray Striped Premium Cotton Shirt,"1,397",Frenchcrown," Story Add a refreshing touch to your closet with this charming striped shirt from French Crown.
Crafted to give you the perfect fit, this piece will bring a splash of chicness to your closet with
its strikingly eye-catching printed design. Make a statement by pairing it up with block heels, a
pair of slim-fit trousers, and hoop earrings.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WS032_1_360x.jpg?v=1679386698, https://frenchcrown.in/cdn/shop/products/WS032_1_800x.jpg?v=1679386698, https://frenchcrown.in/cdn/shop/products/WS032_2_800x.jpg?v=1679386698, https://frenchcrown.in/cdn/shop/products/WS032_4_800x.jpg?v=1679386698, https://frenchcrown.in/cdn/shop/products/WS032_5_800x.jpg?v=1679386698, https://frenchcrown.in/cdn/shop/products/WS032_1_282a963c-e0f3-449c-b1a4-ba8891fd559c_800x.jpg?v=1679386698, https://frenchcrown.in/cdn/shop/products/WS032_2_6efd0a2e-1609-4fb0-8e3d-32c90410cb26_800x.jpg?v=1679386698, https://frenchcrown.in/cdn/shop/products/WS032_4_016f16fe-7cf1-499e-a502-431b39a008c8_800x.jpg?v=1679386698, https://frenchcrown.in/cdn/shop/products/WS032_5_53767ab5-aecb-4198-a7c9-c2911b75db75_800x.jpg?v=1679386698, https://frenchcrown.in/cdn/shop/products/WS032_6_00452bd0-2da4-4c37-acbb-82679f2051fa_800x.jpg?v=1679386698, https://frenchcrown.in/cdn/shop/products/WS032_6_800x.jpg?v=1679386698",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Add a refreshing touch to your closet with this charming striped shirt from French Crown. Crafted to
give you the perfect fit, this piece will bring a splash of chicness to your closet with its
strikingly eye-catching printed design. Make a statement by pairing it up with block heels, a pair
of slim-fit trousers, and hoop earrings.",1679386698
Bright White Striped Premium Cotton Shirt,"1,397",Frenchcrown," Story Add a refreshing touch to your closet with this charming vertically striped shirt from French
Crown. Crafted to give you the perfect fit, this piece will bring a splash of chicness to your
closet with its strikingly eye-catching printed design. Make a statement by pairing it up with block
heels, a pair of slim-fit trousers, and hoop earrings.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WS030_1_360x.jpg?v=1679386972, https://frenchcrown.in/cdn/shop/products/WS030_1_800x.jpg?v=1679386972, https://frenchcrown.in/cdn/shop/products/WS030_2_800x.jpg?v=1679386972, https://frenchcrown.in/cdn/shop/products/WS030_3_800x.jpg?v=1679386972, https://frenchcrown.in/cdn/shop/products/WS030_4_800x.jpg?v=1679386972, https://frenchcrown.in/cdn/shop/products/WS030_1_53cc5790-88af-4020-a636-a091083a8f29_800x.jpg?v=1679386972, https://frenchcrown.in/cdn/shop/products/WS030_2_681da71f-8db7-4e37-8267-b0d248ade26e_800x.jpg?v=1679386972, https://frenchcrown.in/cdn/shop/products/WS030_4_85356976-125d-4fe7-bff7-42bef2207c46_800x.jpg?v=1679386972, https://frenchcrown.in/cdn/shop/products/WS030_5_5e184ccf-fa68-48a3-ba06-1b79cdc42b95_800x.jpg?v=1679386972, https://frenchcrown.in/cdn/shop/products/WS030_6_e10a9058-0a12-47b9-b69f-6bb6630d0d25_800x.jpg?v=1679386972, https://frenchcrown.in/cdn/shop/products/WS030_7_800x.jpg?v=1679386972, https://frenchcrown.in/cdn/shop/products/WS030_5_800x.jpg?v=1679386852, https://frenchcrown.in/cdn/shop/products/WS030_6_800x.jpg?v=1679386851",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Add a refreshing touch to your closet with this charming vertically striped shirt from French Crown.
Crafted to give you the perfect fit, this piece will bring a splash of chicness to your closet with
its strikingly eye-catching printed design. Make a statement by pairing it up with block heels, a
pair of slim-fit trousers, and hoop earrings.",1679386972
Antique Peach Pineapple Printed Premium Cotton Shirt,"1,397",Frenchcrown," Story A women's printed shirt is a great way to add a touch of style to any outfit. This classic
shirt from French Crown is tailored in 100% pure cotton & comes with cute pineapple prints.Women's
printed shirts are perfect for both casual and formal events, and can be dressed up or down
depending on the occasion. They look great with jeans, shorts, skirts, and dress pants, and can be
paired with a variety of accessories to complete the look. Cotton is a breathable, lightweight
fabric that is comfortable to wear year-round. It is also a great fabric for layering, allowing you
to easily transition from one season to the next.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WS008_1_360x.jpg?v=1679388622, https://frenchcrown.in/cdn/shop/products/WS008_1_800x.jpg?v=1679388622, https://frenchcrown.in/cdn/shop/products/WS008_2_800x.jpg?v=1679388622, https://frenchcrown.in/cdn/shop/products/WS008_4_800x.jpg?v=1679388622, https://frenchcrown.in/cdn/shop/products/WS008_5_800x.jpg?v=1679388622, https://frenchcrown.in/cdn/shop/products/WS008_6_800x.jpg?v=1679388622, https://frenchcrown.in/cdn/shop/products/WS008_7_800x.jpg?v=1679388622, https://frenchcrown.in/cdn/shop/products/WS008_8_800x.jpg?v=1679388622, https://frenchcrown.in/cdn/shop/products/WS008-CC_1_800x.jpg?v=1679388622, https://frenchcrown.in/cdn/shop/products/WS008-CC_2_800x.jpg?v=1679388622, https://frenchcrown.in/cdn/shop/products/WS008-CC_4_800x.jpg?v=1679388622, https://frenchcrown.in/cdn/shop/products/WS008-CC_5_800x.jpg?v=1679388621, https://frenchcrown.in/cdn/shop/products/WS008-CC_6_800x.jpg?v=1679388621, https://frenchcrown.in/cdn/shop/products/WS008_9_800x.jpg?v=1679388621",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"A women's printed shirt is a great way to add a touch of style to any outfit. This classic shirt
from French Crown  is tailored in 100% pure cotton & comes with cute pineapple prints.Women's
printed shirts are perfect for both casual and formal events, and can be dressed up or down
depending on the occasion. They look great with jeans, shorts, skirts, and dress pants, and can be
paired with a variety of accessories to complete the look. Cotton is a breathable, lightweight
fabric that is comfortable to wear year-round. It is also a great fabric for layering, allowing you
to easily transition from one season to the next.",1679388622
Fuscous Gray with Multicolour Stitched Denim Top,"2,597",Frenchcrown," Story Make a bold fashion statement with our Fuscous Gray with Multicolour Stitched Denim Top. This
trendy top features a captivating multicolour stitched design that adds a pop of color to the
sophisticated gray base. With the added detail of a flap pocket, this top combines style and
functionality effortlessly. Elevate your wardrobe with this chic and versatile piece.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP051_1_360x.jpg?v=1688209564, https://frenchcrown.in/cdn/shop/products/WTP051_1_800x.jpg?v=1688209564, https://frenchcrown.in/cdn/shop/products/WTP051_2_800x.jpg?v=1688209564, https://frenchcrown.in/cdn/shop/products/WTP051_4_800x.jpg?v=1688209564, https://frenchcrown.in/cdn/shop/products/WTP051_5_800x.jpg?v=1688209564, https://frenchcrown.in/cdn/shop/products/WTP051_6_800x.jpg?v=1688209564, https://frenchcrown.in/cdn/shop/products/WTP051_7_800x.jpg?v=1688209564",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Make a bold fashion statement with our Fuscous Gray with Multicolour Stitched Denim Top. This trendy
top features a captivating multicolour stitched design that adds a pop of color to the sophisticated
gray base. With the added detail of a flap pocket, this top combines style and functionality
effortlessly. Elevate your wardrobe with this chic and versatile piece.",1688209564
Finlandia Green with Multicolored Printed Viscose Crop Top,"1,797",Frenchcrown," Story Elevate your summer style with our Finlandia Green with multicolored Printed Viscose Crop
Top. This trendy crop top features a captivating print in Finlandia green and multicolored, evoking
a sense of nature and adventure. Crafted from viscose, it offers a lightweight and breathable feel.
Embrace the season with this fashionable and versatile piece.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP067_1_360x.jpg?v=1688209919, https://frenchcrown.in/cdn/shop/products/WTP067_1_800x.jpg?v=1688209919, https://frenchcrown.in/cdn/shop/files/WTP067_2_800x.jpg?v=1688210323, https://frenchcrown.in/cdn/shop/products/WTP067_4_800x.jpg?v=1688210323, https://frenchcrown.in/cdn/shop/products/WTP067_5_800x.jpg?v=1688210323, https://frenchcrown.in/cdn/shop/products/WTP067_6_800x.jpg?v=1688210323, https://frenchcrown.in/cdn/shop/files/WTP067_7_800x.jpg?v=1688210323",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Elevate your summer style with our Finlandia Green with multicolored Printed Viscose Crop Top. This
trendy crop top features a captivating print in Finlandia green and multicolored, evoking a sense of
nature and adventure. Crafted from viscose, it offers a lightweight and breathable feel. Embrace the
season with this fashionable and versatile piece.",1688209919
Space Blue Subtle Sheen Women's Pant,"2,597",Frenchcrown," Story Reinvent your formal look with these solid blue women's pants from French Crown. These chic
outfits will surely be a noteworthy addition to your wardrobe, featuring a flat front, slanted side
pockets, and hook and button closure.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WOT007_1_360x.jpg?v=1675420077, https://frenchcrown.in/cdn/shop/products/WOT007_1_800x.jpg?v=1675420077, https://frenchcrown.in/cdn/shop/products/WOT007_2_800x.jpg?v=1675420075, https://frenchcrown.in/cdn/shop/products/WOT007_4_800x.jpg?v=1675420077, https://frenchcrown.in/cdn/shop/products/WOT007_5_800x.jpg?v=1679377590, https://frenchcrown.in/cdn/shop/products/WOT007_6_800x.jpg?v=1679377590",Select Size,XS / 24|S / 26|M / 28|L / 30|XL / 32|XXL / 34,"Reinvent your formal look with these solid blue women's pants from French Crown. These chic outfits
will surely be a noteworthy addition to your wardrobe, featuring a flat front, slanted side pockets,
and hook and button closure.",1675420077
Space Blue Subtle Sheen Double Breasted Women's Suit,"8,497",Frenchcrown," Story Reinvent your formal look and get your layering on point with this solid blue women's suit
from French Crown. This chic outfit will surely be a noteworthy addition to your wardrobe, featuring
a notched lapel collar, double-breasted closure, and long sleeves.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WST007-DB_1_360x.jpg?v=1679115558, https://frenchcrown.in/cdn/shop/products/WST007-DB_1_800x.jpg?v=1679115558, https://frenchcrown.in/cdn/shop/products/WST007-DB_2_800x.jpg?v=1679115558, https://frenchcrown.in/cdn/shop/products/WST007-DB_4_800x.jpg?v=1679115558, https://frenchcrown.in/cdn/shop/products/WST007-DB_5_800x.jpg?v=1679115558, https://frenchcrown.in/cdn/shop/products/WST007-DB_6_800x.jpg?v=1679115558, https://frenchcrown.in/cdn/shop/products/WST007-DB_SPACEBLUE_7_800x.jpg?v=1679115558, https://frenchcrown.in/cdn/shop/products/WST007-DB_SPACEBLUE_8_800x.jpg?v=1679115558, https://frenchcrown.in/cdn/shop/products/WST007-DB_SPACEBLUE_9_800x.jpg?v=1679115558, https://frenchcrown.in/cdn/shop/products/WST007-DB_SPACEBLUE_10_800x.jpg?v=1679115558, https://frenchcrown.in/cdn/shop/products/WST007-DB_SPACEBLUE_11_800x.jpg?v=1679115558",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Reinvent your formal look and get your layering on point with this solid blue women's suit from
French Crown. This chic outfit will surely be a noteworthy addition to your wardrobe, featuring a
notched lapel collar, double-breasted closure, and long sleeves.",1679115558
Juniper Green Subtle Sheen Double Breasted Women's Suit,"8,497",Frenchcrown," Story Reinvent your formal look and get your layering on point with this solid green women's suit
from French Crown. This chic outfit will surely be a noteworthy addition to your wardrobe, featuring
a peak lapel collar, double-breasted closure, and long sleeves.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WST010-DB_1_360x.jpg?v=1679115650, https://frenchcrown.in/cdn/shop/products/WST010-DB_1_800x.jpg?v=1679115650, https://frenchcrown.in/cdn/shop/products/WST010-DB_2_800x.jpg?v=1679115650, https://frenchcrown.in/cdn/shop/products/WST010-DB_4_800x.jpg?v=1679115650, https://frenchcrown.in/cdn/shop/products/WST010-DB_5_800x.jpg?v=1679115650, https://frenchcrown.in/cdn/shop/products/WST010-DB_6_800x.jpg?v=1679115650, https://frenchcrown.in/cdn/shop/products/WST010-DB_7_800x.jpg?v=1679115650, https://frenchcrown.in/cdn/shop/products/WST010-DB_8_800x.jpg?v=1679115650, https://frenchcrown.in/cdn/shop/products/WST010-DB_9_800x.jpg?v=1679115650, https://frenchcrown.in/cdn/shop/products/WST010-DB_JUNIPERGREEN_10_800x.jpg?v=1679115650, https://frenchcrown.in/cdn/shop/products/WST010-DB_JUNIPERGREEN_11_800x.jpg?v=1679115650, https://frenchcrown.in/cdn/shop/products/WST010-DB_JUNIPERGREEN_12_800x.jpg?v=1679115650, https://frenchcrown.in/cdn/shop/products/WST010-DB_JUNIPERGREEN_13_800x.jpg?v=1679115650, https://frenchcrown.in/cdn/shop/products/WST010-DB_JUNIPERGREEN_14_800x.jpg?v=1679115650",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Reinvent your formal look and get your layering on point with this solid green women's suit from
French Crown. This chic outfit will surely be a noteworthy addition to your wardrobe, featuring a
peak lapel collar, double-breasted closure, and long sleeves.",1679115650
Juniper Green Subtle Sheen Double Breasted Women's Blazer,"5,997",Frenchcrown," Story Reinvent your formal look and get your layering on point with this solid green women's blazer
from French Crown. This chic outfit will surely be a noteworthy addition to your wardrobe, featuring
a peak lapel collar, double-breasted closure, and long sleeves.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WBL010-DB_JUNIPERGREEN_1_360x.jpg?v=1679134457, https://frenchcrown.in/cdn/shop/products/WBL010-DB_JUNIPERGREEN_1_800x.jpg?v=1679134457, https://frenchcrown.in/cdn/shop/products/WBL010-DB_JUNIPERGREEN_2_800x.jpg?v=1679134460, https://frenchcrown.in/cdn/shop/products/WBL010-DB_JUNIPERGREEN_4_800x.jpg?v=1679134459, https://frenchcrown.in/cdn/shop/products/WBL010-DB_JUNIPERGREEN_5_800x.jpg?v=1679134459, https://frenchcrown.in/cdn/shop/products/WBL010-DB_JUNIPERGREEN_6_800x.jpg?v=1679134458, https://frenchcrown.in/cdn/shop/products/WBL010-DB_JUNIPERGREEN_7_800x.jpg?v=1679134458, https://frenchcrown.in/cdn/shop/products/WBL010-DB_JUNIPERGREEN_8_800x.jpg?v=1679134456, https://frenchcrown.in/cdn/shop/products/WBL010-DB_JUNIPERGREEN_9_800x.jpg?v=1679134457, https://frenchcrown.in/cdn/shop/products/WBL010-DB_JUNIPERGREEN_10_800x.jpg?v=1679134457, https://frenchcrown.in/cdn/shop/products/WBL010-DB_JUNIPERGREEN_11_800x.jpg?v=1679134457, https://frenchcrown.in/cdn/shop/products/WBL010-DB_JUNIPERGREEN_12_800x.jpg?v=1679134456",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Reinvent your formal look and get your layering on point with this solid green women's blazer from
French Crown. This chic outfit will surely be a noteworthy addition to your wardrobe, featuring a
peak lapel collar, double-breasted closure, and long sleeves.",1679134457
Gravel Gray Subtle Sheen Double Breasted Women's Blazer,"5,997",Frenchcrown," Story This solid gray blazer from the house of French Crown will for sure be on the wish list of
any fashion connoisseur. It comes with a peak lapel collar that adds a touch of exclusivity to its
design. Tailored using premium quality fabric, this double-breasted blazer is made using regular-fit
and is extremely comfortable to wear.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WBL012-DB_GREY_1_360x.jpg?v=1679135173, https://frenchcrown.in/cdn/shop/products/WBL012-DB_GREY_1_800x.jpg?v=1679135173, https://frenchcrown.in/cdn/shop/products/WBL012-DB_GREY_2_800x.jpg?v=1679135172, https://frenchcrown.in/cdn/shop/products/WBL012-DB_GREY_3_800x.jpg?v=1679135171, https://frenchcrown.in/cdn/shop/products/WBL012-DB_GREY_4_800x.jpg?v=1679135171, https://frenchcrown.in/cdn/shop/products/WBL012-DB_GREY_5_800x.jpg?v=1679135171, https://frenchcrown.in/cdn/shop/products/WBL012-DB_GREY_6_800x.jpg?v=1679135172, https://frenchcrown.in/cdn/shop/products/WBL012-DB_GREY_7_800x.jpg?v=1679135173, https://frenchcrown.in/cdn/shop/products/WBL012-DB_GREY_8_800x.jpg?v=1679135172, https://frenchcrown.in/cdn/shop/products/WBL012-DB_GREY_9_800x.jpg?v=1679135173, https://frenchcrown.in/cdn/shop/products/WBL012-DB_GREY_10_800x.jpg?v=1679135171",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"This solid gray blazer from the house of French Crown will for sure be on the wish list of any
fashion connoisseur. It comes with a peak lapel collar that adds a touch of exclusivity to its
design. Tailored using premium quality fabric, this double-breasted blazer is made using regular-fit
and is extremely comfortable to wear.",1679135173
Jade Black with White Borders Premium Cotton Women's Suit,"8,497",Frenchcrown," Story This suit from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. It comes with white patches, while the notched lapel collar adds a touch of exclusivity
to its design. Tailored from pure cotton fabric, this suit is made using regular-fit and is
extremely comfortable to wear.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WST003-SB-1B_1_360x.jpg?v=1679115804, https://frenchcrown.in/cdn/shop/products/WST003-SB-1B_1_800x.jpg?v=1679115804, https://frenchcrown.in/cdn/shop/products/WST003-SB-1B_2_800x.jpg?v=1679115804, https://frenchcrown.in/cdn/shop/products/WST003-SB-1B_4_800x.jpg?v=1679115804, https://frenchcrown.in/cdn/shop/products/WST003-SB-1B_5_800x.jpg?v=1679115804, https://frenchcrown.in/cdn/shop/products/WST003-SB-1B_6_800x.jpg?v=1679115804, https://frenchcrown.in/cdn/shop/products/WST003-SB-1B_7_800x.jpg?v=1679115804, https://frenchcrown.in/cdn/shop/products/WST003-SB-1B_8_800x.jpg?v=1679115804, https://frenchcrown.in/cdn/shop/products/WST03-SB-1B_BLACKCOTTON_-_9_800x.jpg?v=1679115804, https://frenchcrown.in/cdn/shop/products/WST03-SB-1B_BLACKCOTTON_-_10_800x.jpg?v=1679115804, https://frenchcrown.in/cdn/shop/products/WST03-SB-1B_BLACKCOTTON_-_11_800x.jpg?v=1679115804, https://frenchcrown.in/cdn/shop/products/WST03-SB-1B_BLACKCOTTON_-_12_800x.jpg?v=1679115804, https://frenchcrown.in/cdn/shop/products/WST03-SB-1B_BLACKCOTTON_-_13_800x.jpg?v=1679115804",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"This suit from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. It comes with white patches, while the notched lapel collar adds a touch of exclusivity
to its design. Tailored from pure cotton fabric, this suit is made using regular-fit and is
extremely comfortable to wear.",1679115804
Jade Black Premium Linen Women's Blazer,"7,097",Frenchcrown," Story Reinvent your formal look and get your layering on point with this solid black, perfectly
breathable women's blazer from French Crown. This chic outfit will surely be a noteworthy addition
to your wardrobe, featuring a notched lapel collar, single-breasted closure, and long sleeves.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WBL002-SB_BLACKLINEN_-_1_360x.jpg?v=1679132334, https://frenchcrown.in/cdn/shop/products/WBL002-SB_BLACKLINEN_-_1_800x.jpg?v=1679132334, https://frenchcrown.in/cdn/shop/products/WBL002-SB_BLACKLINEN_-_2_800x.jpg?v=1679132336, https://frenchcrown.in/cdn/shop/products/WBL002-SB_BLACKLINEN_-_4_800x.jpg?v=1679132335, https://frenchcrown.in/cdn/shop/products/WBL002-SB_BLACKLINEN_-_5_800x.jpg?v=1679132334, https://frenchcrown.in/cdn/shop/products/WBL002-SB_BLACKLINEN_-_6_800x.jpg?v=1679132336, https://frenchcrown.in/cdn/shop/products/WBL002-SB_BLACKLINEN_-_7_800x.jpg?v=1679132335, https://frenchcrown.in/cdn/shop/products/WBL002-SB_BLACKLINEN_-_8_800x.jpg?v=1679132337, https://frenchcrown.in/cdn/shop/products/WBL002-SB_BLACKLINEN_-_9_800x.jpg?v=1679132344, https://frenchcrown.in/cdn/shop/products/WBL002-SB_BLACKLINEN_-_10_800x.jpg?v=1679132336, https://frenchcrown.in/cdn/shop/products/WBL002-SB_BLACKLINEN_-_11_800x.jpg?v=1679132335, https://frenchcrown.in/cdn/shop/products/WBL002-SB_BLACKLINEN_-_12_800x.jpg?v=1679132335",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Reinvent your formal look and get your layering on point with this solid black, perfectly breathable
women's blazer from French Crown. This chic outfit will surely be a noteworthy addition to your
wardrobe, featuring a notched lapel collar, single-breasted closure, and long sleeves.",1679132334
Waikawa Blue Multicolour Embroidered Denim Top,"2,597",Frenchcrown," Story Elevate your style with our Waikawa Blue Multicolour embroidered Denim Top, featuring a
trendy flap pocket. This chic top showcases a captivating multicolour embroidered design, adding a
vibrant and playful touch to the cool Waikawa Blue denim. Crafted with attention to detail, it
effortlessly combines fashion and functionality. Upgrade your wardrobe with this versatile and
trendy piece.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP055_1_360x.jpg?v=1688209672, https://frenchcrown.in/cdn/shop/products/WTP055_1_800x.jpg?v=1688209672, https://frenchcrown.in/cdn/shop/products/WTP055_2_800x.jpg?v=1688209672, https://frenchcrown.in/cdn/shop/products/WTP055_4_800x.jpg?v=1688209672, https://frenchcrown.in/cdn/shop/products/WTP055_5_800x.jpg?v=1688209672, https://frenchcrown.in/cdn/shop/products/WTP055_6_800x.jpg?v=1688209672, https://frenchcrown.in/cdn/shop/products/WTP055_7_800x.jpg?v=1688209672",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Elevate your style with our Waikawa Blue Multicolour embroidered Denim Top, featuring a trendy flap
pocket. This chic top showcases a captivating multicolour embroidered design, adding a vibrant and
playful touch to the cool Waikawa Blue denim. Crafted with attention to detail, it effortlessly
combines fashion and functionality. Upgrade your wardrobe with this versatile and trendy piece.",1688209672
Waikawa Blue and Martini Gray Denim Top,"2,597",Frenchcrown," Story Unleash your style with our Waikawa Blue and Martini Gray Denim Top. This trendy top combines
the boldness of Waikawa Blue with the sophistication of Martini Gray, creating a captivating color
combination. Crafted with attention to detail, it effortlessly adds a touch of modern flair to your
ensemble with its beautifully red stitched design. Elevate your fashion game with this chic and
versatile piece.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP054_1_360x.jpg?v=1688209647, https://frenchcrown.in/cdn/shop/products/WTP054_1_800x.jpg?v=1688209647, https://frenchcrown.in/cdn/shop/products/WTP054_2_800x.jpg?v=1688209647, https://frenchcrown.in/cdn/shop/products/WTP054_4_800x.jpg?v=1688209647, https://frenchcrown.in/cdn/shop/products/WTP054_5_800x.jpg?v=1688209647, https://frenchcrown.in/cdn/shop/products/WTP054_6_800x.jpg?v=1688209647, https://frenchcrown.in/cdn/shop/products/WTP054_7_800x.jpg?v=1688209647",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Unleash your style with our Waikawa Blue and Martini Gray Denim Top. This trendy top combines the
boldness of Waikawa Blue with the sophistication of Martini Gray, creating a captivating color
combination. Crafted with attention to detail, it effortlessly adds a touch of modern flair to your
ensemble with its beautifully red stitched design. Elevate your fashion game with this chic and
versatile piece.",1688209647
